pitches	yaws
-2.45628572358198	4.92163341965532
9.87088960613955	14.2708680331731
18.3176984111985	14.8221757400922
14.9005966878299	1.6942321230457
-10.7027796515295	-18.6538471631929
-9.87088960613955	-5.82570276363762
-5.73917047726679	2.46866768109972
10.7027796515295	13.4512595417078
15.7492928677942	10.2599988467572
10.7027796515295	-1.66623929190428
-7.38704843630169	-15.8845704070813
-12.3736251161886	-10.1080695381915
-9.04109614857516	-0.828837255980961
16.6015495990202	12.9209663815836
12.3736251161886	5.03433415993165
6.56242786863415	-4.12310492884749
-7.38704843630169	-14.1753134060208
-15.7492928677942	-15.4961072818544
-13.2129803601586	-2.52312145969632
20.0510425665059	12.2926280204796
9.04109614857516	0.828837255980961
2.45628572358198	-6.56848946924096
-7.38704843630169	-15.8845704070813
-19.1820899429053	-20.358091374037
-16.6015495990202	-4.27453941526081
24.4743425628472	13.6176081168813
4.91710033552881	-3.28794260918611
-1.63724507777777	-9.04481962799539
-5.73917047726679	-15.8307118289384
-22.688091150871	-25.6929843579081
-21.8037479893826	-7.07055511696582
34.8499045790465	19.314154780634
1.63724507777777	-8.21658826717173
-4.91710033552881	-11.5801634399602
-3.2758289597984	-17.4870960213866
-25.3769335251523	-31.451445138583
-25.3769335251523	-8.18110367558981
-2.45628572358198	-12.3851848517393
-8.21321070173819	-15.058647373661
-2.45628572358198	-21.8248285035145
-29.0592810680405	-38.3917132924132
-30.9497230788593	-10.558046291955
-6.56242786863415	-15.8558896840591
-11.5369590328155	-17.8295438480694
0	-25.3769335251523
-31.9089827353176	-44.9756602436677
-35.8534670634659	-10.1516539308281
